file_a_name,file_b_name,class_a_name,class_b_name,file_a_path,file_b_path,is_equal
50545229-5230.tif,40011473-1474.tif,resume,resume,train/resume/50545229-5230.tif,train/resume/40011473-1474.tif,1
98250375.tif,2501091720.tif,advertisement,scientific_report,train/advertisement/98250375.tif,train/scientific_report/2501091720.tif,0
0011832141.tif,93768750_93768753.tif,presentation,presentation,train/presentation/0011832141.tif,train/presentation/93768750_93768753.tif,1
1000389481.tif,2062077562.tif,scientific_report,scientific_report,train/scientific_report/1000389481.tif,train/scientific_report/2062077562.tif,1
11243867.tif,2029378085.tif,invoice,invoice,train/invoice/11243867.tif,train/invoice/2029378085.tif,1
18004841.tif,to167a01.60_to167a01.88.tif,budget,budget,train/budget/18004841.tif,train/budget/to167a01.60_to167a01.88.tif,1
87467780_7789.tif,0060038182.tif,scientific_publication,memo,train/scientific_publication/87467780_7789.tif,train/memo/0060038182.tif,0
502298984+-8984.tif,0001139783.tif,invoice,invoice,train/invoice/502298984+-8984.tif,train/invoice/0001139783.tif,1
ti17160198.tif,1002403712-a.tif,news_article,news_article,train/news_article/ti17160198.tif,train/news_article/1002403712-a.tif,1
2057658457.tif,2069591998.tif,specification,news_article,train/specification/2057658457.tif,train/news_article/2069591998.tif,0
87103529.tif,2060319357_2060319361.tif,invoice,budget,train/invoice/87103529.tif,train/budget/2060319357_2060319361.tif,0
2029233137_2029233139.tif,2073037153.tif,scientific_report,scientific_report,train/scientific_report/2029233137_2029233139.tif,train/scientific_report/2073037153.tif,1
0000952918.tif,2078564419.tif,scientific_report,scientific_report,train/scientific_report/0000952918.tif,train/scientific_report/2078564419.tif,1
1001763646_1001763648.tif,2062077562.tif,scientific_report,scientific_report,train/scientific_report/1001763646_1001763648.tif,train/scientific_report/2062077562.tif,1
50413683-3692.tif,71896768.tif,scientific_publication,advertisement,train/scientific_publication/50413683-3692.tif,train/advertisement/71896768.tif,0
2073883293.tif,ti16310533.tif,invoice,invoice,train/invoice/2073883293.tif,train/invoice/ti16310533.tif,1
2077000117.tif,2021580182_2021580191.tif,budget,scientific_report,train/budget/2077000117.tif,train/scientific_report/2021580182_2021580191.tif,0
1005020241.tif,89678182_89678194.tif,memo,memo,train/memo/1005020241.tif,train/memo/89678182_89678194.tif,1
502218789.tif,18004634.tif,advertisement,budget,train/advertisement/502218789.tif,train/budget/18004634.tif,0
503961852+-1852.tif,50647143-7144.tif,advertisement,resume,train/advertisement/503961852+-1852.tif,train/resume/50647143-7144.tif,0
1002760875.tif,2051994335_4338.tif,advertisement,scientific_report,train/advertisement/1002760875.tif,train/scientific_report/2051994335_4338.tif,0
50619188-9188.tif,0011856402.tif,scientific_publication,memo,train/scientific_publication/50619188-9188.tif,train/memo/0011856402.tif,0
2064517441.tif,2504104635.tif,scientific_report,scientific_report,train/scientific_report/2064517441.tif,train/scientific_report/2504104635.tif,1
2031294943.tif,80830147_0166.tif,specification,scientific_report,train/specification/2031294943.tif,train/scientific_report/80830147_0166.tif,0
2044334105_2044334106.tif,93852615.tif,presentation,advertisement,train/presentation/2044334105_2044334106.tif,train/advertisement/93852615.tif,0
2072005699.tif,ti17521077_1084.tif,news_article,news_article,train/news_article/2072005699.tif,train/news_article/ti17521077_1084.tif,1
2024484688.tif,0000042220.tif,scientific_publication,memo,train/scientific_publication/2024484688.tif,train/memo/0000042220.tif,0
1003189119_1003189219.tif,2028634903_2028634904.tif,scientific_report,scientific_report,train/scientific_report/1003189119_1003189219.tif,train/scientific_report/2028634903_2028634904.tif,1
tob11715.62.tif,tob14202.57_tob14202.58.tif,news_article,news_article,train/news_article/tob11715.62.tif,train/news_article/tob14202.57_tob14202.58.tif,1
2074169047_9048.tif,1000842695.tif,presentation,scientific_report,train/presentation/2074169047_9048.tif,train/scientific_report/1000842695.tif,0
2016000953.tif,0012285366.tif,news_article,memo,train/news_article/2016000953.tif,train/memo/0012285366.tif,0
87002791.tif,2029118735_2029118746.tif,presentation,questionnaire,train/presentation/87002791.tif,train/questionnaire/2029118735_2029118746.tif,0
94004160.tif,2040475688.tif,memo,memo,train/memo/94004160.tif,train/memo/2040475688.tif,1
2080718710.tif,2078881420a_1421.tif,news_article,news_article,train/news_article/2080718710.tif,train/news_article/2078881420a_1421.tif,1
2054906110.tif,2045342985.tif,memo,budget,train/memo/2054906110.tif,train/budget/2045342985.tif,0
522626100+-6102.tif,88017236_88017237.tif,questionnaire,questionnaire,train/questionnaire/522626100+-6102.tif,train/questionnaire/88017236_88017237.tif,1
2069735616.tif,11011431.tif,specification,budget,train/specification/2069735616.tif,train/budget/11011431.tif,0
0060033765.tif,2041388925.tif,presentation,invoice,train/presentation/0060033765.tif,train/invoice/2041388925.tif,0
2077097340.tif,0060174322.tif,presentation,file_folder,train/presentation/2077097340.tif,train/file_folder/0060174322.tif,0
tob11307.09.tif,0000601969.tif,news_article,news_article,train/news_article/tob11307.09.tif,train/news_article/0000601969.tif,1
501461410+-1413.tif,50590626-0627.tif,advertisement,resume,train/advertisement/501461410+-1413.tif,train/resume/50590626-0627.tif,0
10399101.tif,2040957113.tif,resume,budget,train/resume/10399101.tif,train/budget/2040957113.tif,0
2042506685.tif,0001243854.tif,memo,memo,train/memo/2042506685.tif,train/memo/0001243854.tif,1
2053578962_2053578967.tif,506049650+-9656.tif,specification,questionnaire,train/specification/2053578962_2053578967.tif,train/questionnaire/506049650+-9656.tif,0
91515343.tif,2063650388.tif,invoice,invoice,train/invoice/91515343.tif,train/invoice/2063650388.tif,1
71388637.tif,2058501966.tif,advertisement,advertisement,train/advertisement/71388637.tif,train/advertisement/2058501966.tif,1
80704105.tif,87147722.tif,invoice,invoice,train/invoice/80704105.tif,train/invoice/87147722.tif,1
0001460509.tif,2057436267_2057436271.tif,specification,specification,train/specification/0001460509.tif,train/specification/2057436267_2057436271.tif,1
50656050-6050.tif,2048548061_8062.tif,scientific_publication,news_article,train/scientific_publication/50656050-6050.tif,train/news_article/2048548061_8062.tif,0
91578584.tif,2067326245.tif,advertisement,file_folder,train/advertisement/91578584.tif,train/file_folder/2067326245.tif,0
71896768.tif,520844440+-4440.tif,advertisement,advertisement,train/advertisement/71896768.tif,train/advertisement/520844440+-4440.tif,1
2044757308.tif,50505222-5223.tif,advertisement,resume,train/advertisement/2044757308.tif,train/resume/50505222-5223.tif,0
511307398+-7414.tif,2066025591.tif,questionnaire,questionnaire,train/questionnaire/511307398+-7414.tif,train/questionnaire/2066025591.tif,1
2085699073.tif,2501155344.tif,invoice,scientific_report,train/invoice/2085699073.tif,train/scientific_report/2501155344.tif,0
2044182234_2237.tif,2026390413_0415.tif,news_article,scientific_report,train/news_article/2044182234_2237.tif,train/scientific_report/2026390413_0415.tif,0
2062097819.tif,2501205022.tif,file_folder,file_folder,train/file_folder/2062097819.tif,train/file_folder/2501205022.tif,1
2070424458.tif,2026409191.tif,invoice,invoice,train/invoice/2070424458.tif,train/invoice/2026409191.tif,1
ti16741125.tif,2083774065.tif,news_article,news_article,train/news_article/ti16741125.tif,train/news_article/2083774065.tif,1
2074468020_8037.tif,2030618164.tif,presentation,file_folder,train/presentation/2074468020_8037.tif,train/file_folder/2030618164.tif,0
87622634_2637.tif,2023513357.tif,scientific_publication,scientific_publication,train/scientific_publication/87622634_2637.tif,train/scientific_publication/2023513357.tif,1
0060054082.tif,92085878.tif,invoice,memo,train/invoice/0060054082.tif,train/memo/92085878.tif,0
2041253564_2041253596.tif,2057825826_5837.tif,presentation,scientific_publication,train/presentation/2041253564_2041253596.tif,train/scientific_publication/2057825826_5837.tif,0
2022150578.tif,2042408346.tif,invoice,advertisement,train/invoice/2022150578.tif,train/advertisement/2042408346.tif,0
91514667.tif,89976417_6424.tif,invoice,scientific_report,train/invoice/91514667.tif,train/scientific_report/89976417_6424.tif,0
98689549.tif,tcal0350040.tif,budget,budget,train/budget/98689549.tif,train/budget/tcal0350040.tif,1
0060015920.tif,50595966-5966.tif,file_folder,file_folder,train/file_folder/0060015920.tif,train/file_folder/50595966-5966.tif,1
511283070.tif,10422982.tif,specification,scientific_publication,train/specification/511283070.tif,train/scientific_publication/10422982.tif,0
2083790522.tif,83768979.tif,news_article,news_article,train/news_article/2083790522.tif,train/news_article/83768979.tif,1
13013769.tif,11011431.tif,budget,budget,train/budget/13013769.tif,train/budget/11011431.tif,1
03661481.tif,1000286354.tif,invoice,news_article,train/invoice/03661481.tif,train/news_article/1000286354.tif,0
2030834336.tif,2063846883.tif,file_folder,file_folder,train/file_folder/2030834336.tif,train/file_folder/2063846883.tif,1
40021921-1928.tif,11277559.tif,scientific_publication,file_folder,train/scientific_publication/40021921-1928.tif,train/file_folder/11277559.tif,0
2505371737_1772.tif,50680571-0571.tif,scientific_publication,scientific_publication,train/scientific_publication/2505371737_1772.tif,train/scientific_publication/50680571-0571.tif,1
2505360113.tif,0060106471.tif,file_folder,file_folder,train/file_folder/2505360113.tif,train/file_folder/0060106471.tif,1
2057658457.tif,2063724567.tif,specification,questionnaire,train/specification/2057658457.tif,train/questionnaire/2063724567.tif,0
2025849579_2025849580.tif,1000363807.tif,presentation,questionnaire,train/presentation/2025849579_2025849580.tif,train/questionnaire/1000363807.tif,0
0060221978.tif,89678182_89678194.tif,memo,memo,train/memo/0060221978.tif,train/memo/89678182_89678194.tif,1
2046287541a.tif,ton01600.41.tif,news_article,news_article,train/news_article/2046287541a.tif,train/news_article/ton01600.41.tif,1
ti12790863.tif,2040796557.tif,budget,budget,train/budget/ti12790863.tif,train/budget/2040796557.tif,1
50421595-1596.tif,50548688-8689.tif,resume,resume,train/resume/50421595-1596.tif,train/resume/50548688-8689.tif,1
2062077562.tif,89976417_6424.tif,scientific_report,scientific_report,train/scientific_report/2062077562.tif,train/scientific_report/89976417_6424.tif,1
502611624+-1624.tif,82607570.tif,advertisement,advertisement,train/advertisement/502611624+-1624.tif,train/advertisement/82607570.tif,1
0060256292.tif,87144585_4599.tif,presentation,scientific_publication,train/presentation/0060256292.tif,train/scientific_publication/87144585_4599.tif,0
2040962469_2040962470.tif,2041380491.tif,budget,budget,train/budget/2040962469_2040962470.tif,train/budget/2041380491.tif,1
1002966755_6762.tif,tob11709.38.tif,scientific_publication,news_article,train/scientific_publication/1002966755_6762.tif,train/news_article/tob11709.38.tif,0
0060256292.tif,60001274_60001276.tif,presentation,scientific_publication,train/presentation/0060256292.tif,train/scientific_publication/60001274_60001276.tif,0
2025441841.tif,2023390605.tif,news_article,budget,train/news_article/2025441841.tif,train/budget/2023390605.tif,0
83838931_8932.tif,0060161742.tif,presentation,memo,train/presentation/83838931_8932.tif,train/memo/0060161742.tif,0
522289062+-9067.tif,50613587-3596.tif,specification,scientific_publication,train/specification/522289062+-9067.tif,train/scientific_publication/50613587-3596.tif,0
94407817.tif,504563617+-3617.tif,specification,specification,train/specification/94407817.tif,train/specification/504563617+-3617.tif,1
88131489.tif,2501062371.tif,invoice,advertisement,train/invoice/88131489.tif,train/advertisement/2501062371.tif,0
2025855773-a.tif,tob10505.93.tif,news_article,news_article,train/news_article/2025855773-a.tif,train/news_article/tob10505.93.tif,1
2076834620_4678.tif,0071007430.tif,presentation,presentation,train/presentation/2076834620_4678.tif,train/presentation/0071007430.tif,1
2065564372_4465.tif,500949653_500949654.tif,presentation,questionnaire,train/presentation/2065564372_4465.tif,train/questionnaire/500949653_500949654.tif,0
2083778717.tif,50607024-7025.tif,news_article,resume,train/news_article/2083778717.tif,train/resume/50607024-7025.tif,0
1002760875.tif,2040264593.tif,advertisement,advertisement,train/advertisement/1002760875.tif,train/advertisement/2040264593.tif,1
2041253564_2041253596.tif,0000341047.tif,presentation,presentation,train/presentation/2041253564_2041253596.tif,train/presentation/0000341047.tif,1
50569111-9114.tif,2028524860_2028524862.tif,resume,scientific_report,train/resume/50569111-9114.tif,train/scientific_report/2028524860_2028524862.tif,0
0060095700.tif,96355018.tif,file_folder,budget,train/file_folder/0060095700.tif,train/budget/96355018.tif,0
0060195372.tif,1003115579.tif,invoice,invoice,train/invoice/0060195372.tif,train/invoice/1003115579.tif,1
2065455671_5672.tif,11005187.tif,presentation,budget,train/presentation/2065455671_5672.tif,train/budget/11005187.tif,0
1003044729.tif,2070343054_3055.tif,news_article,news_article,train/news_article/1003044729.tif,train/news_article/2070343054_3055.tif,1
2022150578.tif,1002760875.tif,invoice,advertisement,train/invoice/2022150578.tif,train/advertisement/1002760875.tif,0
50606718-6719.tif,2049419314_2049419329.tif,resume,budget,train/resume/50606718-6719.tif,train/budget/2049419314_2049419329.tif,0
11006967.tif,2041375318.tif,budget,budget,train/budget/11006967.tif,train/budget/2041375318.tif,1
50455911-5912.tif,11307746.tif,resume,resume,train/resume/50455911-5912.tif,train/resume/11307746.tif,1
92349508_9517.tif,2065339319_9322.tif,presentation,news_article,train/presentation/92349508_9517.tif,train/news_article/2065339319_9322.tif,0
2060319357_2060319361.tif,tcal0467038.tif,budget,budget,train/budget/2060319357_2060319361.tif,train/budget/tcal0467038.tif,1
506414387.tif,40011552-1553.tif,specification,resume,train/specification/506414387.tif,train/resume/40011552-1553.tif,0
517230350.tif,2073455078.tif,advertisement,advertisement,train/advertisement/517230350.tif,train/advertisement/2073455078.tif,1
85649908.tif,00101551.tif,invoice,scientific_report,train/invoice/85649908.tif,train/scientific_report/00101551.tif,0
2057672002.tif,2069720141.tif,specification,specification,train/specification/2057672002.tif,train/specification/2069720141.tif,1
88523691.tif,81303247.tif,scientific_report,scientific_report,train/scientific_report/88523691.tif,train/scientific_report/81303247.tif,1
501948361.tif,502218311.tif,advertisement,advertisement,train/advertisement/501948361.tif,train/advertisement/502218311.tif,1
2069716676.tif,501461410+-1413.tif,specification,advertisement,train/specification/2069716676.tif,train/advertisement/501461410+-1413.tif,0
40038275-8276.tif,40024612-4613.tif,resume,resume,train/resume/40038275-8276.tif,train/resume/40024612-4613.tif,1
82882427_2498.tif,2505183522_3561.tif,scientific_report,scientific_report,train/scientific_report/82882427_2498.tif,train/scientific_report/2505183522_3561.tif,1
2044694070.tif,2043213001.tif,file_folder,file_folder,train/file_folder/2044694070.tif,train/file_folder/2043213001.tif,1
89568363.tif,2049420372.tif,budget,budget,train/budget/89568363.tif,train/budget/2049420372.tif,1
91891403.tif,2041376348.tif,budget,budget,train/budget/91891403.tif,train/budget/2041376348.tif,1
2025050580_2025050926.tif,03751504_03751505.tif,scientific_publication,news_article,train/scientific_publication/2025050580_2025050926.tif,train/news_article/03751504_03751505.tif,0
83768979.tif,2074946109_6112.tif,news_article,resume,train/news_article/83768979.tif,train/resume/2074946109_6112.tif,0
2031295531.tif,504560158+-0158.tif,specification,specification,train/specification/2031295531.tif,train/specification/504560158+-0158.tif,1
0001233876.tif,2501885519_5548.tif,invoice,scientific_report,train/invoice/0001233876.tif,train/scientific_report/2501885519_5548.tif,0
50210905-0911.tif,50609867-9868.tif,resume,resume,train/resume/50210905-0911.tif,train/resume/50609867-9868.tif,1
2040267305.tif,50655545-5546.tif,questionnaire,resume,train/questionnaire/2040267305.tif,train/resume/50655545-5546.tif,0
50502966-2966.tif,50467073-7074.tif,file_folder,resume,train/file_folder/50502966-2966.tif,train/resume/50467073-7074.tif,0
2500128034.tif,825211.tif,presentation,memo,train/presentation/2500128034.tif,train/memo/825211.tif,0
517619214+-9215.tif,11309101_11309134.tif,questionnaire,scientific_report,train/questionnaire/517619214+-9215.tif,train/scientific_report/11309101_11309134.tif,0
2065323165.tif,2030994204.tif,file_folder,file_folder,train/file_folder/2065323165.tif,train/file_folder/2030994204.tif,1
0060128529.tif,2030116503.tif,file_folder,file_folder,train/file_folder/0060128529.tif,train/file_folder/2030116503.tif,1
10399101.tif,50736921-6924.tif,resume,resume,train/resume/10399101.tif,train/resume/50736921-6924.tif,1
0001162722.tif,0060256292.tif,presentation,presentation,train/presentation/0001162722.tif,train/presentation/0060256292.tif,1
0000062589.tif,2058000115.tif,specification,memo,train/specification/0000062589.tif,train/memo/2058000115.tif,0
2024608123_8132.tif,2078640507_0508.tif,scientific_report,scientific_report,train/scientific_report/2024608123_8132.tif,train/scientific_report/2078640507_0508.tif,1
2023175415.tif,03622386.tif,news_article,news_article,train/news_article/2023175415.tif,train/news_article/03622386.tif,1
0030049222.tif,0001003394.tif,advertisement,memo,train/advertisement/0030049222.tif,train/memo/0001003394.tif,0
0060215699.tif,13012595_13012597.tif,questionnaire,budget,train/questionnaire/0060215699.tif,train/budget/13012595_13012597.tif,0
11246208_11246217.tif,2026465391_2026465393.tif,scientific_publication,scientific_report,train/scientific_publication/11246208_11246217.tif,train/scientific_report/2026465391_2026465393.tif,0
1002966755_6762.tif,2067530126.tif,scientific_publication,file_folder,train/scientific_publication/1002966755_6762.tif,train/file_folder/2067530126.tif,0
2045264049_2045264060.tif,2021572225_2021572226.tif,questionnaire,scientific_report,train/questionnaire/2045264049_2045264060.tif,train/scientific_report/2021572225_2021572226.tif,0
80704105.tif,2028729566.tif,invoice,invoice,train/invoice/80704105.tif,train/invoice/2028729566.tif,1
50616282-6283.tif,50589601-9602.tif,resume,resume,train/resume/50616282-6283.tif,train/resume/50589601-9602.tif,1
2070382974.tif,2500145679.tif,file_folder,file_folder,train/file_folder/2070382974.tif,train/file_folder/2500145679.tif,1
0000282156.tif,2022186568_2022186569.tif,presentation,scientific_report,train/presentation/0000282156.tif,train/scientific_report/2022186568_2022186569.tif,0
2028954045_2028954067.tif,ti12790863.tif,scientific_publication,budget,train/scientific_publication/2028954045_2028954067.tif,train/budget/ti12790863.tif,0
2081752808.tif,ton01625.55_ton01625.56.tif,news_article,news_article,train/news_article/2081752808.tif,train/news_article/ton01625.55_ton01625.56.tif,1
1000135501.tif,50616839-6840.tif,memo,resume,train/memo/1000135501.tif,train/resume/50616839-6840.tif,0
50619188-9188.tif,50634458-4475.tif,scientific_publication,scientific_publication,train/scientific_publication/50619188-9188.tif,train/scientific_publication/50634458-4475.tif,1
1003542937-a.tif,1002402460.tif,news_article,news_article,train/news_article/1003542937-a.tif,train/news_article/1002402460.tif,1
1001839434.tif,0000258115.tif,memo,memo,train/memo/1001839434.tif,train/memo/0000258115.tif,1
2083778717.tif,1003044729.tif,news_article,news_article,train/news_article/2083778717.tif,train/news_article/1003044729.tif,1
2069730613.tif,2057441398_2057441399.tif,specification,specification,train/specification/2069730613.tif,train/specification/2057441398_2057441399.tif,1
87148148.tif,ti10161532.tif,invoice,invoice,train/invoice/87148148.tif,train/invoice/ti10161532.tif,1
2073763507_3521.tif,87844537_87844541.tif,presentation,memo,train/presentation/2073763507_3521.tif,train/memo/87844537_87844541.tif,0
2078881420a_1421.tif,2062171915.tif,news_article,file_folder,train/news_article/2078881420a_1421.tif,train/file_folder/2062171915.tif,0
2028826658.tif,2069576188.tif,presentation,news_article,train/presentation/2028826658.tif,train/news_article/2069576188.tif,0
2021593729.tif,2048881104.tif,file_folder,file_folder,train/file_folder/2021593729.tif,train/file_folder/2048881104.tif,1
tob01910.47.tif,0060190057.tif,presentation,file_folder,train/presentation/tob01910.47.tif,train/file_folder/0060190057.tif,0
ti31110645_0646.tif,89691301.tif,budget,budget,train/budget/ti31110645_0646.tif,train/budget/89691301.tif,1
00490507.tif,0001243854.tif,invoice,memo,train/invoice/00490507.tif,train/memo/0001243854.tif,0
0000182061.tif,2500145679.tif,file_folder,file_folder,train/file_folder/0000182061.tif,train/file_folder/2500145679.tif,1
0060282523.tif,50455911-5912.tif,memo,resume,train/memo/0060282523.tif,train/resume/50455911-5912.tif,0
87059146_87059149.tif,2020176374_2020176380.tif,presentation,presentation,train/presentation/87059146_87059149.tif,train/presentation/2020176374_2020176380.tif,1
2062414382_2062414401.tif,1000766022.tif,presentation,memo,train/presentation/2062414382_2062414401.tif,train/memo/1000766022.tif,0
2031299642.tif,0060257395.tif,specification,memo,train/specification/2031299642.tif,train/memo/0060257395.tif,0
2040854062_2040854075.tif,2021566518_6521.tif,presentation,presentation,train/presentation/2040854062_2040854075.tif,train/presentation/2021566518_6521.tif,1
50471999-1999.tif,2083542847.tif,specification,news_article,train/specification/50471999-1999.tif,train/news_article/2083542847.tif,0
2083014884.tif,1000363807.tif,presentation,questionnaire,train/presentation/2083014884.tif,train/questionnaire/1000363807.tif,0
1000081578.tif,2079176525_6526.tif,invoice,memo,train/invoice/1000081578.tif,train/memo/2079176525_6526.tif,0
2050056255.tif,2023095573_2023095623.tif,scientific_report,scientific_report,train/scientific_report/2050056255.tif,train/scientific_report/2023095573_2023095623.tif,1
0001156475.tif,2081172632_2645.tif,invoice,questionnaire,train/invoice/0001156475.tif,train/questionnaire/2081172632_2645.tif,0
87310528.tif,2501109481_2501109483.tif,presentation,presentation,train/presentation/87310528.tif,train/presentation/2501109481_2501109483.tif,1
1003288911_1003288915.tif,2080637038_7039.tif,presentation,presentation,train/presentation/1003288911_1003288915.tif,train/presentation/2080637038_7039.tif,1
tob12104.81_tob12104.87.tif,2501066615.tif,news_article,news_article,train/news_article/tob12104.81_tob12104.87.tif,train/news_article/2501066615.tif,1
thkp0010707_0725.tif,ti10161532.tif,presentation,invoice,train/presentation/thkp0010707_0725.tif,train/invoice/ti10161532.tif,0
PUBLICATIONS017920-7.tif,1000151831_1000151834.tif,scientific_publication,scientific_publication,train/scientific_publication/PUBLICATIONS017920-7.tif,train/scientific_publication/1000151831_1000151834.tif,1
00271080.tif,2041719559_2041719569.tif,budget,budget,train/budget/00271080.tif,train/budget/2041719559_2041719569.tif,1
2022972719.tif,0001247335.tif,memo,memo,train/memo/2022972719.tif,train/memo/0001247335.tif,1
50647143-7144.tif,2505380351.tif,resume,scientific_report,train/resume/50647143-7144.tif,train/scientific_report/2505380351.tif,0
0001233681.tif,50572128-2129.tif,invoice,resume,train/invoice/0001233681.tif,train/resume/50572128-2129.tif,0
2021504127.tif,50606718-6719.tif,advertisement,resume,train/advertisement/2021504127.tif,train/resume/50606718-6719.tif,0
2069730613.tif,50450244-0246.tif,specification,resume,train/specification/2069730613.tif,train/resume/50450244-0246.tif,0
2081384260_4262.tif,2024201481.tif,presentation,presentation,train/presentation/2081384260_4262.tif,train/presentation/2024201481.tif,1
50565140-5141.tif,50590626-0627.tif,resume,resume,train/resume/50565140-5141.tif,train/resume/50590626-0627.tif,1
0060218989.tif,89113627.tif,file_folder,questionnaire,train/file_folder/0060218989.tif,train/questionnaire/89113627.tif,0
10399221.tif,01120499_01120504.tif,invoice,scientific_report,train/invoice/10399221.tif,train/scientific_report/01120499_01120504.tif,0
2069714655.tif,2069715676.tif,specification,specification,train/specification/2069714655.tif,train/specification/2069715676.tif,1
03530642.tif,2025495078.tif,presentation,memo,train/presentation/03530642.tif,train/memo/2025495078.tif,0
509409689.tif,2031295066.tif,specification,specification,train/specification/509409689.tif,train/specification/2031295066.tif,1
505936891+-6896.tif,96194542_4543.tif,questionnaire,budget,train/questionnaire/505936891+-6896.tif,train/budget/96194542_4543.tif,0
517500925+-0925.tif,2050817668.tif,advertisement,scientific_report,train/advertisement/517500925+-0925.tif,train/scientific_report/2050817668.tif,0
2040956660.tif,ti16371156.tif,budget,budget,train/budget/2040956660.tif,train/budget/ti16371156.tif,1
2082268706.tif,2500049887.tif,file_folder,file_folder,train/file_folder/2082268706.tif,train/file_folder/2500049887.tif,1
18004634.tif,2049426304_2049426308.tif,budget,budget,train/budget/18004634.tif,train/budget/2049426304_2049426308.tif,1
0001478022.tif,2015016615.tif,questionnaire,memo,train/questionnaire/0001478022.tif,train/memo/2015016615.tif,0
82784140_82784150.tif,2081172632_2645.tif,questionnaire,questionnaire,train/questionnaire/82784140_82784150.tif,train/questionnaire/2081172632_2645.tif,1
13013769.tif,2022262340.tif,budget,scientific_report,train/budget/13013769.tif,train/scientific_report/2022262340.tif,0
50565140-5141.tif,2063651380.tif,resume,budget,train/resume/50565140-5141.tif,train/budget/2063651380.tif,0
85875800.tif,0001006938.tif,news_article,scientific_report,train/news_article/85875800.tif,train/scientific_report/0001006938.tif,0
0071036477.tif,2023095573_2023095623.tif,memo,scientific_report,train/memo/0071036477.tif,train/scientific_report/2023095573_2023095623.tif,0
82794207_4208.tif,0060050296.tif,presentation,presentation,train/presentation/82794207_4208.tif,train/presentation/0060050296.tif,1
2031300832.tif,2057999633.tif,specification,specification,train/specification/2031300832.tif,train/specification/2057999633.tif,1
2041253564_2041253596.tif,2071720746_0764.tif,presentation,presentation,train/presentation/2041253564_2041253596.tif,train/presentation/2071720746_0764.tif,1
2024608123_8132.tif,2501091720.tif,scientific_report,scientific_report,train/scientific_report/2024608123_8132.tif,train/scientific_report/2501091720.tif,1
2041451081.tif,03019153_03019214.tif,budget,budget,train/budget/2041451081.tif,train/budget/03019153_03019214.tif,1
71896768.tif,2063724567.tif,advertisement,questionnaire,train/advertisement/71896768.tif,train/questionnaire/2063724567.tif,0
50569446-9452.tif,98008828.tif,scientific_publication,news_article,train/scientific_publication/50569446-9452.tif,train/news_article/98008828.tif,0
50277321-7323.tif,2505183522_3561.tif,resume,scientific_report,train/resume/50277321-7323.tif,train/scientific_report/2505183522_3561.tif,0
2085609680.tif,50184105-4105.tif,file_folder,memo,train/file_folder/2085609680.tif,train/memo/50184105-4105.tif,0
2024130340_2024130342.tif,2045776029_2045776044.tif,news_article,questionnaire,train/news_article/2024130340_2024130342.tif,train/questionnaire/2045776029_2045776044.tif,0
2028721447.tif,2074104267.tif,invoice,invoice,train/invoice/2028721447.tif,train/invoice/2074104267.tif,1
2505498630_8631.tif,ti16741125.tif,scientific_publication,news_article,train/scientific_publication/2505498630_8631.tif,train/news_article/ti16741125.tif,0
2040699681_2040699703.tif,2041725617.tif,budget,budget,train/budget/2040699681_2040699703.tif,train/budget/2041725617.tif,1
0000182065.tif,2001223627_2001223632.tif,file_folder,scientific_report,train/file_folder/0000182065.tif,train/scientific_report/2001223627_2001223632.tif,0
50638920-8923.tif,50589601-9602.tif,resume,resume,train/resume/50638920-8923.tif,train/resume/50589601-9602.tif,1
86243386_3396.tif,500435412+-5412.tif,presentation,advertisement,train/presentation/86243386_3396.tif,train/advertisement/500435412+-5412.tif,0
2040475688.tif,2049419314_2049419329.tif,memo,budget,train/memo/2040475688.tif,train/budget/2049419314_2049419329.tif,0
2081924558_4565.tif,2023342863_2023342873.tif,scientific_publication,resume,train/scientific_publication/2081924558_4565.tif,train/resume/2023342863_2023342873.tif,0
2040216584_2040216586.tif,2041719126.tif,memo,budget,train/memo/2040216584_2040216586.tif,train/budget/2041719126.tif,0
0000282156.tif,87467780_7789.tif,presentation,scientific_publication,train/presentation/0000282156.tif,train/scientific_publication/87467780_7789.tif,0
2081471503_1508.tif,0060015920.tif,presentation,file_folder,train/presentation/2081471503_1508.tif,train/file_folder/0060015920.tif,0
2077124790_4804.tif,87433002.tif,presentation,file_folder,train/presentation/2077124790_4804.tif,train/file_folder/87433002.tif,0
2061001888.tif,ti16741125.tif,advertisement,news_article,train/advertisement/2061001888.tif,train/news_article/ti16741125.tif,0
2040220146.tif,500458002+-8007.tif,news_article,questionnaire,train/news_article/2040220146.tif,train/questionnaire/500458002+-8007.tif,0
0001250138.tif,2045342781_2045342783.tif,questionnaire,budget,train/questionnaire/0001250138.tif,train/budget/2045342781_2045342783.tif,0
2065455671_5672.tif,2501074332.tif,presentation,news_article,train/presentation/2065455671_5672.tif,train/news_article/2501074332.tif,0
2504017906.tif,2021311931.tif,file_folder,file_folder,train/file_folder/2504017906.tif,train/file_folder/2021311931.tif,1
2063313632_3635.tif,2504104635.tif,budget,scientific_report,train/budget/2063313632_3635.tif,train/scientific_report/2504104635.tif,0
86236581_6588.tif,2020176374_2020176380.tif,presentation,presentation,train/presentation/86236581_6588.tif,train/presentation/2020176374_2020176380.tif,1
2501477414.tif,0071000458.tif,file_folder,file_folder,train/file_folder/2501477414.tif,train/file_folder/0071000458.tif,1
